offer date,IPO name,ticker,CUSIP,Rollup,VC,Dual,Internet,Post-issue shares,CRSP perm,Founding,Unnamed: 11,Unnamed: 12,Unnamed: 13,SPAC IPO ,Date of IPO,IS_SPAC
20210209,GigCapital4 Inc,GIGGU,37518G200,0,0,1,0,40006000,.,2020,,,,"GigCapital4, Inc.",2/8/2021,True
20210209,Pivotal Investment Corp III,PICC.,72582M205,0,0,1,0,30000000,20960,2020,,,,Pivotal Investment Corp. III,2/8/2021,True
20210209,Priveterra Acquisition Corp,PMGMU,74275N201,0,0,1,0,30000000,21086,2020,,,,Priveterra Acquisition Corp.,2/8/2021,True
20210209,Progress Acquisition Corp,PGRWU,74327P204,0,0,1,0,18900000,20859,2020,,,,Progress Acquisition Corp.,2/5/2021,True
20210209,Spartan Acquisition Corp III,SPAQ.,84677R205,0,0,1,0,60000000,20966,2020,,,,Spartan Acquisition Corp. III,2/8/2021,True
20210209,Venus Acquisition Corp,VENAU,G9420F136,0,0,1,0,5290000,21114,2018,,,,Venus Acquisition Corp.,2/8/2021,True
20210210,Apollo Strategic Growth II,APGB.,G0412A110,0,0,1,0,75000000,20981,2008,,,,Apollo Strategic Growth Capital II,2/9/2021,True
20210210,Foresight Acquisition Corp,FOREU,34552Y205,0,0,1,0,35125000,.,2020,,,,Foresight Acquisition Corp.,2/9/2021,True
20210210,Lazard Growth Acq Corp I,LGACU,G54035129,0,0,1,0,62500000,21073,2020,,,,Lazard Growth Acquisition Corp. I,2/9/2021,True
20210210,Power & Digital,XPDIU,739190205,0,0,1,0,37500000,21117,2020,,,,Power & Digital Infrastructure Acquisition Corp.,2/9/2021,True
20210210,ScION Tech Growth II,SCOBU,G31070124,0,0,1,0,37500000,21095,2020,,,,ScION Tech Growth II,2/9/2021,True
20210211,Goal Acquisitions Corp,PUCKU,38021H206,0,0,1,0,28875000,20864,2020,,,,Goal Acquisitions Corp.,2/10/2021,True
20210211,Ion Acq Corp 2 Ltd,IACB.,G49393120,0,0,1,0,27500000,.,2020,,,,ION Acquisition Corp. 2 Ltd.,2/10/2021,True
20210212,Bite Acquisition Corp,BITE.,09175K204,0,0,1,0,22465000,20908,2020,,,,Bite Acquisition Corp.,2/11/2021,True
20210212,Broadscale Acquisition Corp,SCLEU,11134Y200,0,0,1,0,37500000,21094,2020,,,,Broadscale Acquisition Corp.,2/11/2021,True
20210212,Catcha Invest Corp,CHAA.,G1962Y128,0,0,1,0,34687500,20987,2020,,,,Catcha Investment Corp.,2/11/2021,True
20210212,Churchill Capital Corp VI,CCVI.,17143W200,0,0,1,0,60000000,20914,2020,,,,Churchill Capital Corp. VI,2/12/2021,True
20210212,Churchill Capital Corp VII,CVII.,17144M201,0,0,1,0,150000000,20915,2020,,,,Churchill Capital Corp. VII,2/12/2021,True
20210212,Rosecliff Acquisition Corp I,RCLFU,77732R202,0,0,1,0,27500000,20867,2020,,,,Rosecliff Acquisition Corp. I,2/11/2021,True
20210212,Social Leverage Acquisition,SLAC.,83363K201,0,0,1,0,37500000,20965,2020,,,,Social Leverage Acquisition Corp. I,2/11/2021,True
20210212,Tishman Speyer Innovation II,TSIBU,88825H209,0,0,1,0,37500000,21107,2020,,,,Tishman Speyer Innovation Corp. II,2/11/2021,True
20210212,Tuatara Capital Acquisition,TCACU,G9118J127,0,0,1,0,21875000,21103,2020,,,,Tuatara Capital Acquisition Corp.,2/11/2021,True
20210216,Medicus Sciences Acq Corp,MSACU,G5960S116,0,0,1,0,10100000,21078,2020,,,,Medicus Sciences Acquisition Corp.,2/16/2021,True
20210217,Moringa Acq Corp,MACAU,G6S23K116,0,0,1,0,12975000,21075,2020,,,,Moringa Acquisition Corp.,2/16/2021,True
20210217,New Vista Acq Corp,NVSAU,G6529L113,0,0,1,0,30000000,21082,2020,,,,New Vista Acquisition Corp.,2/16/2021,True
20210217,Pathfinder Acquisition Corp,PFDRU,G04119114,0,0,1,0,37500000,21085,2020,,,,Pathfinder Acquisition Corp.,2/16/2021,True
20210217,SportsTek Acquisition Corp,SPTKU,849196209,0,0,1,0,18750000,21099,2020,,,,SportsTek Acquisition Corp.,2/17/2021,True
20210218,FinServ Acquisition Corp II,FSRXU,31809Y202,0,0,1,0,33855000,21049,2020,,,,Finserv Acquisition Corp. II,2/17/2021,True
20210218,Kismet Acquisition II  Corp,KAIIU,G52807123,0,0,1,0,25500000,21068,2020,,,,Kismet Acquisition Two Corp.,2/17/2021,True
20210218,Kismet Acquisition Three Corp,KIIIU,G5276C128,0,0,1,0,31750000,21070,2020,,,,Kismet Acquisition Three Corp.,2/17/2021,True
20210219,Alpha Capital Acq Co,ASPCU,G0316P114,0,0,1,0,25000000,21024,2020,,,,Alpha Capital Acquisition Co.,2/18/2021,True
20210219,B Riley Principal 150 Merger,BRPMU,05601V202,0,0,1,0,19225000,21028,2020,,,,B. Riley Principal 150 Merger Corp.,2/18/2021,True
20210219,CF Acquisition Corp VI,CFVIU,12521J202,0,0,1,0,30700000,21029,2020,,,,CF Acquisition Corp. VI,2/18/2021,True
20210219,Figure Acq Corp I,FACA.,302438205,0,0,1,0,35714285,20924,2020,,,,Figure Acquisition Corp. I,2/18/2021,True
20210219,Simon Ppty Grp Acq Hldg Inc,SPGS.,82880R202,0,0,1,0,37500000,20964,2020,,,,"Simon Property Group Acquisition Holdings, Inc.",2/18/2021,True
20210219,Tailwind Intl Acq Corp,TWNI.,G8662F127,0,0,1,0,37500000,21003,2020,,,,Tailwind International Acquisition Corp.,2/18/2021,True
20210223,Arctos Nstar Acq Corp,ANAC.,G0477L118,0,0,1,0,34375000,20982,2020,,,,Arctos Northstar Acquisition Corp.,2/22/2021,True
20210223,CM Life Sciences II Inc,CMIIU,125842203,0,0,1,0,30000000,.,2020,,,,CM Life Sciences II Inc.,2/22/2021,True
20210223,FTAC Athena Acquisition Corp,FTAAU,G37283127,0,0,1,0,30213333,21050,2020,,,,FTAC Athena Acquisition Corp.,2/22/2021,True
20210223,Gores Holdings VII Inc,GSEVU,38286T200,0,0,1,0,60000000,21057,2020,,,,"Gores Holdings VII, Inc.",2/23/2021,True
20210223,Slam Corp,SLAMU,G8210L113,0,0,1,0,62500000,21097,2020,,,,Slam Corp.,2/22/2021,True
20210223,Velocity Acq Corp,VELOU,92259E203,0,0,1,0,25000000,21113,2020,,,,Velocity Acquisition Corp.,2/22/2021,True
20210224,BOA Acquisition Corp,BOAS.,05601A208,0,0,1,0,25000000,20907,2020,,,,BOA Acquisition Corp.,2/23/2021,True
20210224,Cartesian Growth Corp,GLBLU,G19276123,0,0,1,0,38625000,21056,2020,,,,Cartesian Growth Corp.,2/23/2021,True
20210224,Colicity Inc,COLIU,194170205,0,0,1,0,37500000,21031,2020,,,,Colicity Inc.,2/23/2021,True
20210224,Hudson Executive Invest Corp,HIIIU,44376L206,0,0,1,0,65625000,21059,2020,,,,Hudson Executive Investment Corp. III,2/24/2021,True
20210224,Soaring Eagle Acquisition Corp,SRNGU,G8354H100,0,0,1,0,187500000,.,2020,,,,Soaring Eagle Acquisition Corp.,2/23/2021,True
20210225,EJF Acquisition Corp,EJFAU,G2955B117,0,0,1,0,31250000,21038,2020,,,,EJF Acquisition Corp.,2/24/2021,True
20210225,Flame Acquisition Corp,FLME.,33850F207,0,0,1,0,31250000,20930,2020,,,,Flame Acquisition Corp.,2/24/2021,True
20210225,Gores Holdings VIII Inc,GIIXU,382863207,0,0,1,0,37500000,21054,2020,,,,"Gores Holdings VIII, Inc.",2/24/2021,True
20210225,Isleworth Healthcare Acq Corp,ISLEU,46468P201,0,0,1,0,22793750,20819,2020,,,,Isleworth Healthcare Acquisition Corp.,2/24/2021,True
20210225,USHG Acquisition Corp,HUGS.,91748P209,0,0,1,0,31934500,20974,2020,,,,USHG Acquisition Corp.,2/24/2021,True
20210226,African Gold Acquisition Corp,AGAC.,G0112R116,0,0,1,0,45000000,20738,2020,,,,African Gold Acquisition Corp.,2/25/2021,True
20210226,Austerlitz Acquisition Corp I,AUS.U,G0633D117,0,0,1,0,85714286,20983,2020,,,,Austerlitz Acquisition Corp. I,2/25/2021,True
20210226,Austerlitz Acquisition Corp II,ASZ.U,G0633U119,0,0,1,0,171428572,20986,2021,,,,Austerlitz Acquisition Corp. II,2/25/2021,True
20210226,Freedom Acquisition I Corp,FACT.,G3663X102,0,0,1,0,37500000,20990,2020,,,,Freedom Acquisition I Corp.,2/25/2021,True
20210226,Fusion Acquisition Corp II,FSNB.,36118N201,0,0,1,0,54375000,20932,2021,,,,Fusion Acquisition Corp. II,2/25/2021,True
20210226,Ibere Pharmaceuticals,IBER.,G46843127,0,0,1,0,15000000,20995,2020,,,,Ibere Pharmaceuticals,2/26/2021,True
20210226,Kensington Capital Acq Corp II,KCAC.,49006L203,0,0,1,0,25000000,20948,2021,,,,Kensington Capital Acquisition Corp. II,2/25/2021,True
20210226,Leo Holdings III Corp,LIII.,G5463T116,0,0,1,0,30000000,.,2021,,,,Leo Holdings III Corp.,2/26/2021,True
20210226,MCAP Acquisition Corp,MACQU,55282T208,0,0,1,0,34375000,.,2020,,,,MCAP Acquisition Corp.,2/25/2021,True
20210226,Silverbox Engaged Merger Corp,SBEAU,82836L200,0,0,1,0,37500000,21093,2020,,,,Silverbox Engaged Merger Corp. I,2/25/2021,True
20210226,Twelve Seas Investment Co II,TWLVU,90118T205,0,0,1,0,38575000,21108,2020,,,,Twelve Seas Investment Co. II,2/25/2021,True
20210226,Warrior Tech Acq Co,WARR.,936273200,0,0,1,0,30000000,20979,2020,,,,Warrior Technologies Acquisition Co.,2/25/2021,True
20210302,Advanced Merger Partners Inc,AMPI.,00777J208,0,0,1,0,31250000,20906,2020,,,,"Advanced Merger Partners, Inc.",3/1/2021,True
20210302,Anzu Special Acq Corp I,ANZUU,03737A200,0,0,1,0,52500000,21019,2020,,,,Anzu Special Acquisition Corp. I,3/1/2021,True
20210302,Arrowroot Acquisition Corp,ARRWU,04282M201,0,0,1,0,31250000,21023,2020,,,,Arrowroot Acquisition Corp.,3/2/2021,True
20210302,DHB Capital Corp,DHBCU,23291W208,0,0,1,0,31250000,21033,2020,,,,DHB Capital Corp.,3/1/2021,True
20210302,DHC Acquisition Corp,DHCAU,G2758T125,0,0,1,0,37500000,21034,2020,,,,DHC Acquisition Corp.,3/1/2021,True
20210302,FinTech Evolution Acq Group,FTEV.,G3R19A112,0,0,1,0,29750000,20994,2020,,,,Fintech Evolution Acquisition Group,3/1/2021,True
20210302,Goldenbridge Acquisition Ltd,GBRGU,G3970D112,0,0,1,0,6625000,21052,2019,,,,Goldenbridge Acquisition Ltd.,3/1/2021,True
20210302,Haymaker Acquisition Corp III,HYACU,42087R207,0,0,1,0,37500000,21061,2020,,,,Haymaker Acquisition Corp. III,3/1/2021,True
20210302,Live Oak Mobility Acq Corp,LOKM.,538126202,0,0,1,0,27500000,20950,2021,,,,Live Oak Mobility Acquisition Corp.,3/2/2021,True
20210302,Nightdragon Acquisition Corp,NDACU,65413D204,0,0,1,0,38400000,21080,2020,,,,Nightdragon Acquisition Corp.,3/1/2021,True
20210302,Northern Star Invest Corp III,NSTC.,66574L209,0,0,1,0,43750000,20953,2020,,,,Northern Star Investment Corp. III,3/1/2021,True
20210302,Northern Star Invest Corp IV,NSTD.,66575B200,0,0,1,0,43750000,20954,2020,,,,Northern Star Investment Corp. IV,3/1/2021,True
20210302,Orion Acquisition Corp,OHPAU,68626A207,0,0,1,0,45000000,21083,2020,,,,Orion Acquisition Corp.,3/1/2021,True
20210302,Supernova Partners Acq Co II,SNII.,G8T86C113,0,0,1,0,37500000,21007,2020,,,,"Supernova Partners Acquisition Co. II, Ltd.",3/1/2021,True
20210302,TCW Special Purpose Acq Corp,TSPQ.,87301L205,0,0,1,0,56250000,20970,2020,,,,TCW Special Purpose Acquisition Corp.,3/1/2021,True
20210303,Isos Acquisition Corp,ISOS.,G4962C120,0,0,1,0,28125000,.,2020,,,,Isos Acquisition Corp.,3/2/2021,True
20210303,Mission Advancement Corp,MACC.,60501L200,0,0,1,0,37500000,20952,2020,,,,Mission Advancement Corp.,3/2/2021,True
20210303,Roth CH Acquisition III Co,ROCRU,77867Q201,0,0,1,0,12500000,20869,2019,,,,Roth CH Acquisition III Co.,3/2/2021,True
20210304,Altimar Acquisition Corp III,ATAQ.,G0370U124,0,0,1,0,16875000,20980,2021,,,,Altimar Acquisition Corp. III,3/3/2021,True
20210304,Aurora Acquisition Corp,AURCU,G0698L111,0,0,1,0,36000000,21025,2020,,,,Aurora Acquisition Corp.,3/3/2021,True
20210304,FTAC Hera Acquisition Corp,HERAU,G3728Y129,0,0,1,0,102400000,21058,2021,,,,FTAC Hera Acquisition Corp.,3/3/2021,True
20210304,M3-Brigade Acquisition II Corp,MBAC.,553800202,0,0,1,0,50000000,20951,2020,,,,M3-Brigade Acquisition II Corp.,3/3/2021,True
20210304,Property Solutions Acq Corp II,PSAGU,74350A207,0,0,1,0,38605000,21088,2020,,,,Property Solutions Acquisition Corp. II,3/4/2021,True
20210304,RXR Acquisition Corp,RXRAU,74981W206,0,0,1,0,37500000,21092,2021,,,,RXR Acquisition Corp.,3/3/2021,True
20210304,Twin Ridge Capital Acq Corp,TRCA.,G9151L112,0,0,1,0,25000000,21008,2021,,,,Twin Ridge Capital Acquisition Corp.,3/3/2021,True
20210305,Dmy Technology Group Inc IV,DMYQ.,23344K201,0,0,1,0,37500000,.,2020,,,,"dMY Technology Group, Inc. IV",3/4/2021,True
20210305,First Reserve Sustainable,FRSGU,336169206,0,0,1,0,25000000,21045,2021,,,,First Reserve Sustainable Growth Corp.,3/4/2021,True
20210305,InterPrivate II Acq Corp,IPVA.,46064Q207,0,0,1,0,28325000,20945,2020,,,,Interprivate II Acquisition Corp.,3/4/2021,True
20210305,InterPrivate III Financial,IPVF.,46064R205,0,0,1,0,28950000,20946,2020,,,,Interprivate III Financial Partners Inc.,3/4/2021,True
20210305,InterPrivate IV InfraTech,IPVIU,46064T201,0,0,1,0,31250000,21067,2020,,,,InterPrivate IV InfraTech Partners Inc.,3/4/2021,True
20210305,Tailwind Two Acq Corp,TWNT.,G86613117,0,0,1,0,37500000,21002,2020,,,,Tailwind Two Acquisition Corp.,3/4/2021,True
20210305,Tribe Capital Growth Corp I,ATVCU,89601Y200,0,0,1,0,30000000,21270,2020,,,,Tribe Capital Growth Corp. I,3/4/2021,True
20210305,VPC Impact Acq Hldg II,VPCBU,G9460L100,0,0,1,0,28125000,21115,2021,,,,VPC Impact Acquisition Holdings II,3/4/2021,True
20210305,VPC Impact Acq Hldg III Inc,VPCC.,91835J207,0,0,1,0,28125000,20975,2021,,,,"VPC Impact Acquisition Holdings III, Inc.",3/4/2021,True
20210305,Warburg Pincus Capital I-A,WPCA.,G9461D123,0,0,1,0,31250000,21010,2020,,,,Warburg Pincus Capital Corp. I-A,3/4/2021,True
20210305,Warburg Pincus Capital I-B,WPCB.,G9460M116,0,0,1,0,62500000,21009,2020,,,,Warburg Pincus Capital Corp. I-B,3/4/2021,True
20210309,Independence Holdings Corp,ACQRU,G4761A119,0,0,1,0,54375000,21014,2020,,,,Independence Holdings Corp.,3/8/2021,True
20210309,Peridot Acquisition Corp II,PDOT.,G7008B113,0,0,1,0,45000000,21000,2021,,,,Peridot Acquisition Corp. II,3/8/2021,True
20210310,Agile Growth Corp,AGGRU,G01202129,0,0,1,0,37500000,21015,2021,,,,Agile Growth Corp.,3/9/2021,True
20210310,Colonnade Acquisition Corp II,CLAA.,G2284B127,0,0,1,0,37500000,20988,2020,,,,Colonnade Acquisition Corp. II,3/9/2021,True
20210310,Digital Transformation,DTOCU,25401K206,0,0,1,0,37500000,21035,2020,,,,Digital Transformation Opportunities Corp.,3/9/2021,True
20210310,ESM Acquisition Corp,ESM.U,G3195H120,0,0,1,0,37500000,20989,2021,,,,ESM Acquisition Corp.,3/9/2021,True
20210310,Forest Road Acq Corp II,FRXB.,34619V202,0,0,1,0,38125000,20931,2020,,,,Forest Road Acquisition Corp. II,3/9/2021,True
20210310,PWP Forward Acquisition Corp I,FRWAU,74709Q200,0,0,1,0,25000000,21046,2020,,,,PWP Forward Acquisition Corp. I,3/9/2021,True
20210310,Sandbridge X2 Corp,SBII.,799792205,0,0,1,0,27500000,20962,2021,,,,Sandbridge X2 Corp.,3/9/2021,True
20210311,Archimedes Tech SPAC Partners,ATSPU,039562202,0,0,1,0,15810000,.,2020,,,,Archimedes Tech SPAC Partners Co.,3/10/2021,True
20210311,Frontier Acq Corp,FRONU,G36826116,0,0,1,0,25600000,21293,2021,,,,Frontier Acquisition Corp.,3/10/2021,True
20210311,G&P Acquisition Corp,GAPA.,36146G202,0,0,1,0,21875000,21218,2020,,,,G&P Acquisition Corp.,3/10/2021,True
20210311,L Catterton Asia Acquisition,LCAAU,G5346G109,0,0,1,0,31250000,21314,2021,,,,L Catterton Asia Acquisition Corp.,3/10/2021,True
20210311,Pine Tech Acq Corp,PTOCU,722850203,0,0,1,0,37500000,21327,2020,,,,Pine Technology Acquisition Corp.,3/10/2021,True
20210311,Silver Spike Acq Corp II,SPKBU,G8201H121,0,0,1,0,31250000,21334,2020,,,,Silver Spike Acquisition Corp. II,3/10/2021,True
20210312,CF Acquisition Corp VIII,CFFEU,12520C208,0,0,1,0,22540000,21276,2020,,,,CF Acquisition Corp. VIII,3/11/2021,True
20210312,FTAC Parnassus Acq Corp,FTPAU,30319B207,0,0,1,0,30253333,21295,2020,,,,FTAC Parnassus Acquisition Corp.,3/11/2021,True
20210312,Gores Tech Partners Inc,GTPAU,382870202,0,0,1,0,30000000,21305,2020,,,,"Gores Technology Partners, Inc.",3/11/2021,True
20210312,Gores Technology Partners II,GTPBU,38287L206,0,0,1,0,50000000,21306,2020,,,,"Gores Technology Partners II, Inc.",3/11/2021,True
20210312,Ross Acquisition Corp II,ROSS.,G7641C122,0,0,1,0,37500000,21255,2021,,,,Ross Acquisition Corp. II,3/11/2021,True
20210312,Stratim Cloud Acquisition Corp,SCAQU,86309R206,0,0,1,0,31250000,21332,2020,,,,Stratim Cloud Acquisition Corp.,3/11/2021,True
20210316,European Biotech Acq Corp,EBACU,G3167F110,0,0,1,0,15440000,21287,2021,,,,European Biotech Acquisition Corp.,3/15/2021,True
20210316,FAST Acquisition Corp II,FZT.U,311874200,0,0,1,0,25000000,21211,2020,,,,FAST Acquisition Corp. II,3/15/2021,True
20210316,Fortress Value Acq Corp IV,FVIV.,34964K207,0,0,1,0,75000000,21217,2020,,,,Fortress Value Acquisition Corp. IV,3/15/2021,True
20210316,Plum Acquisition Corp I,PLMIU,G7134L100,0,0,1,0,37500000,21326,2021,,,,Plum Acquisition Corp. I,3/15/2021,True
20210316,Reinvent Technology Partners Y,RTPYU,G7484L114,0,0,1,0,106250000,.,2020,,,,Reinvent Technology Partners Y,3/15/2021,True
20210316,Waldencast Acquisition Corp,WALDU,G9460C126,0,0,1,0,37500000,21343,2020,,,,Waldencast Acquisition Corp.,3/15/2021,True
20210317,Athena Tech Acq Corp,ATHN.,04687A208,0,0,1,0,34266667,.,2020,,,,Athena Technology Acquisition Corp.,3/16/2021,True
20210317,Build Acq Corp,BGSX.,12008J204,0,0,1,0,25000000,21199,2020,,,,Build Acquisition Corp.,3/16/2021,True
20210317,Golden Arrow Merger Corp,GAMCU,380799205,0,0,1,0,31250000,21298,2020,,,,Golden Arrow Merger Corp.,3/16/2021,True
20210317,KKR Acquisition Holdings I,KAHC.,48253T208,0,0,1,0,150000000,21221,2021,,,,KKR Acquisition Holdings I Corp.,3/16/2021,True
20210317,Kadem Sustainable Impact Corp,KSICU,48284E204,0,0,1,0,21875000,21310,2020,,,,Kadem Sustainable Impact Corp.,3/16/2021,True
20210317,Tech & Energy Transition Corp,TETCU,87823R201,0,0,1,0,48125000,21340,2017,,,,Tech & Energy Transition Corp.,3/16/2021,True
20210318,Accelerate Acquisition Corp,AAQCU,00439D201,0,0,1,0,50000000,21193,2020,,,,Accelerate Acquisition Corp.,3/17/2021,True
20210318,American Acq Opportunity Inc,AMAOU,02369M201,0,0,1,0,12600000,21018,2021,,,,American Acquisition Opportunity Inc.,3/17/2021,True
20210318,Forum Merger IV Corp,FMIVU,349875203,0,0,1,0,38430000,21292,2021,,,,Forum Merger IV Corp.,3/17/2021,True
20210318,GX Acquisition Corp II,GXIIU,36260F204,0,0,1,0,37500000,21307,2020,,,,GX Acquisition Corp. II,3/17/2021,True
20210318,Revolution Healthcare Acquisit,REVHU,76155Y207,0,0,1,0,52500000,21330,2021,,,,Revolution Healthcare Acquisition Corp.,3/17/2021,True
20210319,AF Acq Corp,AFAQU,001040203,0,0,1,0,25000000,21267,2021,,,,AF Acquisition Corp.,3/18/2021,True
20210319,BYTE Acquisition Corp,BYTSU,G1R25Q121,0,0,1,0,38530000,21273,2021,,,,BYTE Acquisition Corp.,3/18/2021,True
20210319,Glenfarne Merger Corp,GGMCU,378579205,0,0,1,0,32060000,21299,2020,,,,Glenfarne Merger Corp.,3/18/2021,True
20210319,LDH Growth Corp I,LDHAU,G54094118,0,0,1,0,25000000,21315,2020,,,,LDH Growth Corp. I,3/18/2021,True
20210319,Levere Holdings Corp,LVRAU,G5462L114,0,0,1,0,31250000,21318,2021,,,,Levere Holdings Corp.,3/18/2021,True
20210319,Longview Acquisition Corp. II,LGV.U,54319Q204,0,0,1,0,75000000,21226,2020,,,,Longview Acquisition Corp. II,3/18/2021,True
20210323,ArcLight Clean Transition II,ACTDU,G0R21B120,0,0,1,0,34375000,21265,2021,,,,ArcLight Clean Transition Corp. II,3/22/2021,True
20210323,Glass Houses Acquisition Corp,GLHAU,37714P202,0,0,1,0,25000000,21302,2021,,,,Glass Houses Acquisition Corp.,3/22/2021,True
20210323,Gores Guggenheim Inc,GGPIU,38286Q206,0,0,1,0,93750000,21300,2020,,,,"Gores Guggenheim, Inc.",3/22/2021,True
20210323,Lead Edge Growth Opportunities,LEGAU,G54085124,0,0,1,0,37500000,21316,2020,,,,"Lead Edge Growth Opportunities, Ltd.",3/22/2021,True
20210323,Magnum Opus Acq Ltd,OPA.U,G5S70A120,0,0,1,0,25000000,21253,2021,,,,Magnum Opus Acquisition Ltd.,3/22/2021,True
20210323,Newbury St Acq Corp,NBSTU,65101L203,0,0,1,0,15590000,21079,2020,,,,Newbury Street Acquisition Corp.,3/22/2021,True
20210323,NextGen Acquisition Corp II,NGCAU,G65317110,0,0,1,0,43750000,.,2021,,,,NextGen Acquisition Corp. II,3/22/2021,True
20210323,Rocket Internet Growth,RKTA.,G7613T111,0,0,1,0,31250000,21254,2021,,,,Rocket Internet Growth Opportunities Corp.,3/22/2021,True
20210323,Supernova Partners Acq Co III,STRE.,G8T90F110,0,0,1,0,31250000,21256,2020,,,,"Supernova Partners Acquisition Co. III, Ltd.",3/22/2021,True
20210323,TB SA Acquisition Corp,TBSAU,G8657L113,0,0,1,0,25000000,21337,2021,,,,TB SA Acquisition Corp.,3/22/2021,True
20210323,Virgin Group Acq Corp II,VGII.,G9460K110,0,0,1,0,43750000,21260,2021,,,,Virgin Group Acquisition Corp. II,3/22/2021,True
20210324,Corazon Capital V838,CRZNU,G24237110,0,0,1,0,25000000,21279,2021,,,,Corazon Capital V838 Monoceros Corp.,3/23/2021,True
20210324,Decarbonization Plus Acq III,DCRCU,24279D204,0,0,1,0,43750000,.,2021,,,,Decarbonization Plus Acquisition Corp. III,3/23/2021,True
20210324,Disruptive Acquisition Corp I,DISAU,G2770Y110,0,0,1,0,31250000,21284,2020,,,,Disruptive Acquisition Corp. I,3/23/2021,True
20210324,Northern Genesis Acq Corp III,NGC.U,66516W206,0,0,1,0,18750000,21229,2021,,,,Northern Genesis Acquisition Corp. III,3/24/2021,True
20210325,Landcadia Holdings IV Inc,LCAHU,51477A203,0,0,1,0,62500000,21313,2020,,,,"Landcadia Holdings IV, Inc.",3/24/2021,True
20210325,MSD Acquisition Corp,MSDAU,G5709C117,0,0,1,0,62500000,21320,2021,,,,MSD Acquisition Corp.,3/24/2021,True
20210331,Nocturne Acq Corp,MBTCU,G6580S122,0,0,1,0,12950000,21319,2020,,,,Nocturne Acquisition Corp.,3/31/2021,True
20210406,Ace Global Bus Acq Ltd,ACBAU,G0083E128,0,0,1,0,5280000,21264,2020,,,,Ace Global Business Acquisition Ltd.,4/5/2021,True
20210407,CM Life Sciences III Inc,CMLTU,125841205,0,0,1,0,60000000,.,2021,,,,CM Life Sciences III Inc.,4/6/2021,True
20210408,Model Performance Acq Corp,MPACU,G6246M113,0,0,1,0,6570000,21575,2021,,,,Model Performance Acquisition Corp.,4/7/2021,True
20210408,Tio Tech A,TIOAU,G8T10C122,0,0,1,0,37500000,21585,2021,,,,Tio Tech A,4/7/2021,True
20210409,Aldel Financial Inc,ADF.U,01407X203,0,0,1,0,13050000,.,2020,,,,Aldel Financial Inc.,4/8/2021,True
20210409,Global SPAC Partners Co,GLSPU,G3934K137,0,0,1,0,20775000,.,2020,,,,Global SPAC Partners Co.,4/8/2021,True
20210429,Big Sky Growth Partners Inc,BSKYU,08954L201,0,0,1,0,37500000,21524,2021,,,,"Big Sky Growth Partners, Inc.",4/28/2021,True
20210429,TradeUP Global Corp,TUGCU,G89877123,0,0,1,0,5150000,21588,2021,,,,TradeUP Global Corp.,4/28/2021,True
20210504,Valor Latitude Acq Corp,VLATU,G9460N114,0,0,1,0,25000000,21590,2021,,,,Valor Latitude Acquisition Corp.,5/3/2021,True
20210505,Maquia Capital Acq Corp,MAQCU,56564V200,0,0,1,0,20711000,21567,2021,,,,Maquia Capital Acquisition Corp.,5/4/2021,True
20210507,B Riley Principal 250 Merger,BRIVU,05602L203,0,0,1,0,19305000,21521,2020,,,,B. Riley Principal 250 Merger Corp.,5/7/2021,True
20210507,Data Knights Acq Corp,DKDCU,237699202,0,0,1,0,13025275,21532,2021,,,,Data Knights Acquisition Corp.,5/7/2021,True
20210513,Orion Biotech Opportunities,ORIAU,G6780C125,0,0,1,0,25000000,21751,2021,,,,Orion Biotech Opportunities Corp.,5/12/2021,True
20210514,Artisan Acquisition Corp.,ARTAU,G0509L110,0,0,1,0,39000000,21699,2021,,,,Artisan Acquisition Corp.,5/13/2021,True
20210514,Osiris Acq Corp,OSI.U,68829A202,0,0,1,0,28750000,21665,2020,,,,Osiris Acquisition Corp.,5/13/2021,True
20210518,Angel Pond Holdings Corp,POND.,G0447J110,0,0,1,0,31250000,21687,2021,,,,Angel Pond Holdings Corp.,5/18/2021,True
20210518,Catalyst Partners Acq Corp,CPARU,G19550113,0,0,1,0,39000000,21706,2021,,,,Catalyst Partners Acquisition Corp.,5/18/2021,True
20210518,Mountain Crest Acq Corp III,MCAEU,62402U206,0,0,1,0,6521250,21568,2021,,,,Mountain Crest Acquisition Corp. III,5/17/2021,True
20210519,Aries I Acq Corp,RAMMU,G0542N115,0,0,1,0,15625000,21755,2021,,,,Aries I Acquisition Corp.,5/18/2021,True
20210519,Giginternational1 Inc,GIWWU,37518W205,0,0,1,0,25950000,21719,2021,,,,"GigInternational1, Inc.",5/18/2021,True
20210519,Skydeck Acquisition Corp,SKYAU,G82220107,0,0,1,0,25000000,21765,2021,,,,Skydeck Acquisition Corp.,5/18/2021,True
20210521,Graf Acquisition Corp IV,GFORU,384272209,0,0,1,0,18750000,21644,2021,,,,Graf Acquisition Corp. IV,5/21/2021,True
20210526,EG Acquisition Corp,EGGF.,26846A209,0,0,1,0,28125000,21628,2021,,,,EG Acquisition Corp.,5/25/2021,True
20210526,Post Holdings Partnering Corp,PSPC.,737465203,0,0,1,0,38500000,21671,2021,,,,Post Holdings Partnering Corp.,5/25/2021,True
20210528,OceanTech Acquisitions I Corp,OTECU,675507206,0,0,1,0,12600000,21752,2021,,,,OceanTech Acquisitions I Corp.,5/27/2021,True
